Offer,Description,Eligible Credit Cards,Eligible Debit Cards
Get 10% discount using Federal Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",Federal Bank MagniFi Credit Card,
Get 10% discount using Federal Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",Federal Bank Scapia Credit Card,
Get 10% discount using Federal Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",Federal Bank Mastercard Signet,
Get 10% discount using Federal Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",Federal Bank AmpliFi Credit Card,
Get 10% discount using Federal Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",Federal Bank Rupay Signet Credit Card,
Get 10% discount using Federal Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",Federal Bank Visa Celesta,
Get 10% discount using Federal Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",Federal Bank Visa Imperio,
Get 10% discount using Federal Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",Federal Bank Rupay Wave Credit Card,
Get 10% discount using Federal Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",Fed Starbiz Rupay Credit Card,
,,,
Get 15% discount using Punjab National Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid only on Punjab National Bank Credit Cards. Applicable once per user per month.",PNB Rupay Select Card,
Get 15% discount using Punjab National Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid only on Punjab National Bank Credit Cards. Applicable once per user per month.",PNB Rupay Millennial Card,
Get 15% discount using Punjab National Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid only on Punjab National Bank Credit Cards. Applicable once per user per month.",PNB RuPay Platinum Credit Card,
Get 15% discount using Punjab National Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid only on Punjab National Bank Credit Cards. Applicable once per user per month.",PNB Rakshak Rupay Platinum Card,
Get 15% discount using Punjab National Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid only on Punjab National Bank Credit Cards. Applicable once per user per month.",The PNB Global Platinum Credit Card,
Get 15% discount using Punjab National Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid only on Punjab National Bank Credit Cards. Applicable once per user per month.",PNB VISA Gold Card,
Get 15% discount using Punjab National Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid only on Punjab National Bank Credit Cards. Applicable once per user per month.",PNB Patanjali Rupay Platinum Card,
Get 15% discount using Punjab National Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid only on Punjab National Bank Credit Cards. Applicable once per user per month.",PNB EMT Rupay Platinum Credit Card,
Get 15% discount using Punjab National Bank Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid only on Punjab National Bank Credit Cards. Applicable once per user per month.",PNB Patanjali Rupay Select Card,
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Visa Celesta Contactless Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Visa Imperio Contactless Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Visa Crown Contactless Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Visa FedFirst Contactless Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Mastercard Celesta Contactless Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Mastercard Imperio Contactless Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Mastercard Crown Contactless Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Rupay Crown Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Rupay Platinum Contactless Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,RuPay PMJDY Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Federal Visa Celesta Contactless Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Federal Visa Imperio Contactless Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Federal Visa Crown Contactless Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Federal Visa FedFirst Contactless Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Federal Mastercard Celesta Contactless Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Federal Mastercard Imperio Contactless Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Federal Mastercard Crown Contactless Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Federal Rupay Crown Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Federal Rupay Platinum Contactless Debit Card
Get 10% discount using Federal Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Valid once per user per month. Applicable from Friday to Sunday.",,Federal RuPay PMJDY Debit Card
Get FLAT Rs.125 discount using select HSBC Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Applicable once per user per month. Offer valid on select HSBC Credit Cards.",HSBC Live+ Credit Card,
Get FLAT Rs.125 discount using select HSBC Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Applicable once per user per month. Offer valid on select HSBC Credit Cards.",HSBC Visa Platinum Credit Card,
Get FLAT Rs.125 discount using select HSBC Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Applicable once per user per month. Offer valid on select HSBC Credit Cards.",HSBC Taj Credit Card,
Get FLAT Rs.125 discount using select HSBC Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Applicable once per user per month. Offer valid on select HSBC Credit Cards.",HSBC TravelOne Credit Card,
Get FLAT Rs.125 discount using select HSBC Credit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Applicable once per user per month. Offer valid on select HSBC Credit Cards.",HSBC Premier Mastercard Credit Card,
Get flat Rs.100 discount using UCO Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Applicable twice per card during the offer period. Valid on all UCO Bank Debit Cards.",,UCO Bank RuPay Platinum Insta Contactless Debit Card
Get flat Rs.100 discount using UCO Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Applicable twice per card during the offer period. Valid on all UCO Bank Debit Cards.",,UCO RuPay Platinum Personalised Contactless Debit Card
Get flat Rs.100 discount using UCO Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Applicable twice per card during the offer period. Valid on all UCO Bank Debit Cards.",,UCO Bank RuPay Select Personalised Debit Card
Get flat Rs.100 discount using UCO Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Applicable twice per card during the offer period. Valid on all UCO Bank Debit Cards.",,UCO Bank Visa Personalised Contactless Debit Card
Get flat Rs.100 discount using UCO Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Applicable twice per card during the offer period. Valid on all UCO Bank Debit Cards.",,UCO Bank VISA Personalised International Debit Card
Get flat Rs.100 discount using UCO Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Applicable twice per card during the offer period. Valid on all UCO Bank Debit Cards.",,UCO Bank RuPay Platinum International Debit Card
Get flat Rs.100 discount using UCO Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Applicable twice per card during the offer period. Valid on all UCO Bank Debit Cards.",,UCO Bank RuPay Metal ETERNA Debit Card
Get flat Rs.100 discount using UCO Bank Debit Cards,"As per regulatory & manufacturer policies, certain items in the tobacco, infant food, ghee, milk, butter & probiotic drinks categories are excluded from coupon discounts. Applicable twice per card during the offer period. Valid on all UCO Bank Debit Cards.",,UCO Bank Aprajita Debit Card
Get 5% discount using select HSBC Credit Cards,"Applicable once per user per month. Offer valid on select HSBC Credit Cards. Not valid on HSBC Live+/Cashback Credit Card. Valid only on select Smartphones, Tablets & Laptops category.",HSBC Live+ Credit Card,
Get 5% discount using select HSBC Credit Cards,"Applicable once per user per month. Offer valid on select HSBC Credit Cards. Not valid on HSBC Live+/Cashback Credit Card. Valid only on select Smartphones, Tablets & Laptops category.",HSBC Rupay Cashback Credit Card,
Get 5% discount using Amazon Pay ICICI Bank Credit Card,"Applicable once per user per calendar month. Offer valid only on Amazon Pay ICICI Bank Credit Cards. Not valid on ICICI Bank Corporate Cards, ICICI Bank Credit/Debit Cards, UPI & Net Banking.",Amazon Pay ICICI Bank Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank VCard,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Cookie Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Shoprite Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Platinum Maxima Plus Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank MoneyTap Black Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum Maxima Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Movies and More Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Paisabazaar Duet Plus Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Bankbazaar Savemax Pro Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Bankbazaar Savemax Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank iGlobe Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Insignia Preferred Banking Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Play Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank World Safari Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum Delight Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Monthly Treats Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Lazy Pay Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Icon Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Paisabazaar Duet Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank MoneyTap Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Mocash Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum Classic Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum Advantage Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum Plus Visa Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum ValuePlus MasterCard Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Novio RuPay Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum ValuePlus Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Patanjali Vishisht RuPay Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum Shopgain Visa Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum Bonus Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum ShopSmart MasterCard Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Binge Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",TVS Credit RBL Bank Gold Mastercard Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",IndianOil RBL Bank Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank MyFirst Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum ShopDaily Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum Shopgain  Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum Edge MasterCard,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank MyFirst Mastercard Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum Choice Visa Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank EasySaver Visa Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Play Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",IRCTC RBL Bank Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",TVS Credit RBL Bank Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank SalarySe Up RuPay Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank EasySaver Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Binge MasterCard Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank World Prime Visa Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum Plus Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank World Max Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",IndianOil RBL Bank XTRA RuPay Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",IndianOil RBL Bank RuPay Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank World Prime Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum ShopDaily Visa Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Patanjali Swarn RuPay Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum Prime Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank World Max MasterCard Credit Card,
